,BTCUSDT_BTCUSDT,BTCUSDT_ETHUSDT,BTCUSDT_ADAUSDT,ETHUSDT_BTCUSDT,ETHUSDT_ETHUSDT,ETHUSDT_ADAUSDT,ADAUSDT_BTCUSDT,ADAUSDT_ETHUSDT,ADAUSDT_ADAUSDT
2018-04-18,-0.8740373467114892,-0.45064036791885087,-0.09314942849582941,0.08612978277685812,-0.4015372222192326,-0.5876167468486067,0.1410777372358325,-0.2703993806066336,-0.026741680501629617
2018-04-19,0.9495315775079476,-0.21078658533009076,0.13873257622073965,-0.012568652623215826,-0.30266922879406266,-0.02299686493143227,0.07351065375407728,0.07545832042237777,-0.0016103573095733736
2018-04-20,-0.9896749547467323,-0.09908783785385822,0.22160187006645415,0.3026849570106762,-0.5054330148417954,-0.0500562942854188,0.0830559617499862,-0.029435617008957138,-0.25650585303966267
2018-04-21,-0.30308957530677816,-0.24152331841835917,0.06546995678000389,0.10080417416303789,-0.6081797021198767,0.29139581816912496,-0.04803872899681494,0.3573917259914854,-0.22288867830625492
2018-04-22,-0.6598491449637081,-0.3099489654160763,-0.690618311179362,0.03622362524336609,-0.4681457007792389,0.09125239712771105,0.02986692945040481,0.11618452575677907,-0.7076870437416005
2018-04-23,-0.5538831575754344,0.1371457467579802,-0.07542662123681865,0.02165851568089039,0.03806261011762402,-0.15109922812017018,0.1061475189318628,0.4519444528592551,-0.1935449179105717
2018-04-24,-0.19137544809335338,-0.025452051490532313,-0.25643710032268885,0.20628526411121584,-0.5082391113184173,-0.4406464810137525,0.12111131476209636,-0.5988695208267973,-0.36878880639147127
2018-04-25,-2.246856544158284,0.07631008427454589,-0.1563670149624805,-0.16325380218657415,-0.3164119374976586,-0.6313447241363672,0.3267657358358331,0.29773825177738544,-0.3443047782325692
2018-04-26,-1.4769562086791623,-0.5649916988870842,-0.26243701470145986,-0.08037242087035423,-0.29532264488339877,-0.14163896797412434,-0.24244291451175748,0.08532380244889914,-0.03121604573267689
2018-04-27,-0.7088265930322848,-0.42271047928495875,-0.7404741289924726,0.09430251690764635,-0.8953386707547466,-0.3395806416473519,0.014162357979030205,-0.07541464408715015,-0.6523077848986105
2018-04-28,-0.7543548348616369,-0.48179714176101385,-0.37406834803635913,0.1583567342792236,-0.9813445865932131,-0.24712147442639143,0.014578352717100174,-0.10707241755675767,0.0140534858350847
2018-04-29,-1.3604962834030019,-0.60283617036783,-0.037695010163264264,0.16693351238845366,0.43668634050273525,-0.438983805247819,0.22705581823532306,-0.7543128533965877,0.10486888423805851
2018-04-30,-0.6798332988553,-0.24690868854302295,0.2203651064088552,-0.3823101688911308,-0.882683547242987,-0.3980436314673934,-0.06599864673668421,-0.22915056422438695,-1.271971031851919
2018-05-01,-0.46621071661307667,-0.20043837707031287,-0.28136671669921753,0.2255925965594443,-0.9970299958806095,0.4604499874119625,0.12509367287457884,-0.5915033307437678,-0.7280111950870776
2018-05-02,-1.215187919945123,0.23458992046199256,0.043792098968869375,0.12603605509409732,-0.014987608177754908,0.32191399495958173,-0.10723819132869217,0.07016729532273835,-0.2359713363261875
2018-05-03,-1.4676641555826322,0.01522740613219753,-0.3471541143080801,-0.07051734872920434,-0.2854203111803102,-0.3654296797326957,-0.2979548863775072,0.18561000052222454,-0.3379923081047096
2018-05-04,0.10383208556444146,-0.1811941187072108,0.3705159491457106,-0.042494016019688274,-0.9499558754089215,-0.3064300813593128,-0.04480592047302068,0.3533753648613871,-0.7429974927080565
2018-05-05,-2.933960312652303,-0.2141735172341157,-0.3466829871962105,-0.2755167407122343,-0.7317574875971573,0.03522930972568261,-0.168023777779446,-0.1030872773451037,-0.39377770080377417
2018-05-06,-1.567928780478148,-0.5662066259779408,-0.3423328891466264,0.3404647140724322,-0.51673059243398,-0.4384496964589992,-0.4657501270997262,0.23293891794800103,-1.0093590180045737
2018-05-07,-0.8399793165807949,0.20465430043474697,-0.6073963548540764,0.25673247997428206,0.32203488586201345,-0.22296570035333474,-0.16142586526682123,-0.6327655778574464,-1.2376851623704113
2018-05-08,-1.0987421745322408,0.15366803465938972,-0.2794934799884228,0.15109602001495404,-0.4403434042323937,-0.5490387671524246,0.579041968209971,-0.35032625738634415,-0.3216648644285982
2018-05-09,-1.6631071901339354,-0.14493180978608677,-0.18083012233561746,-0.08359678381303581,-0.12404910785280876,-0.12084880337365966,-0.05928510841086343,0.2556058724357406,-0.3536722281179223
2018-05-10,-0.6017613910279707,0.027342451053563366,-0.20018679407782614,0.17239482187977018,-0.636914573163839,0.1903636474120951,0.030462880126822967,-0.20147374612091618,-0.457177749381799
2018-05-11,-0.1883435854244695,-0.229060039898485,0.08894485734350166,0.06095661721812462,-0.980410684918759,0.23353467704281172,0.19103322837146663,-0.18793699327700253,-0.16151121957697256
2018-05-12,0.3268266057714442,-0.18535500662083848,-0.08927818058627324,0.3407465424451601,-0.20071419748437336,0.1418119802126192,0.2682377000093954,-0.14739964519879578,-0.16046047916231032
2018-05-13,0.5729860160272935,0.023411538538809396,-0.4692869351203335,-0.20835708622150406,0.06783054651163312,-0.27723916007463956,-0.7266949644640821,0.20443764676261011,-0.058644023531158496
2018-05-14,-1.7559379686942833,-0.1317615593143202,0.02668265188508201,0.10536510324488546,-0.5419234987176083,0.03682706232210009,0.31769682245612785,0.10135762597632336,-0.12632911532797664
2018-05-15,-0.8679745230236193,0.050311007029975485,-0.21797039390974593,0.01918820777728314,0.06300508101019986,0.13557239089259454,0.004761273724773751,0.09423431612916033,0.033869268798483176
2018-05-16,-0.4321687358559245,-0.24626591783820118,-0.08628471724226738,0.12145622917984156,0.006931983079660142,-0.08355089481609212,0.1537397575275854,0.07701881302043745,-0.028872538991834062
2018-05-17,-0.8449206148761021,-0.18057568345770392,-0.2545749028910498,0.16114915470242863,-0.6245014923879317,-0.3618386435250045,0.1860103021673254,-0.10997091433910455,-0.23000252442560054
2018-05-18,-0.7663532867771323,0.1635815933746656,-0.21422262753867827,-0.045270113819292135,0.001814149142823851,-0.2507810809098423,-0.01393133042274286,0.21113201215830557,-0.2705141450337294
2018-05-19,-1.380983200740964,-0.13904515100585257,-0.24408472293832695,0.039901207782506276,-0.5023831566445978,-0.22418126135123373,0.021954397980520568,-0.13250669747712251,-0.24442021936503977
2018-05-20,-0.3685190290845526,-0.11943755418072044,0.4316064836478297,0.18456773509200985,0.12042143162162233,-0.16292823230855902,-0.02777673415084614,0.0929823807879373,-0.2218212051297428
2018-05-21,-0.4412183829149896,-0.17099790649405122,-0.23173640467528323,0.13382845589603676,-0.4800736695618397,0.0013936307357660382,-0.03254083676961539,-0.11417747286837354,-0.2639017049032759
2018-05-22,-2.32890267341908,0.15646116387421216,-0.12495535698743865,-0.03984437304916355,0.17837322922154897,0.07940230231211132,-0.13382401840013092,0.01584438778813535,-0.17542838217201506
2018-05-23,-1.239590749559305,-0.314267166568321,0.5045527951564983,-0.209993833988257,-0.41097142992672175,0.21695329805619323,0.47352078334875625,-0.27824005791856976,-0.06030575764744128
2018-05-24,-1.5916199960741864,-0.1423575695706134,-0.19970193708527084,0.37461961437441005,0.5786013841585778,-0.24136854248991213,0.4422161060230847,-0.33761882266427534,-0.25620704228418845
2018-05-25,-0.15593684448436562,-0.3356151828053129,-0.25720035530184404,0.05150599406221801,-0.3668362159522296,-0.27977369333342494,0.12299319803463682,-0.12496864628812787,-0.5866898134090235
2018-05-26,-1.3702214834992574,-0.22780354577533757,0.023856010180360876,-0.03232557015247295,-0.3867108569414732,-0.1582693961905619,0.026654860336907227,-0.10691766250604573,-0.03033558359182109
2018-05-27,0.40690470361258235,-0.29321394905817755,-0.04056863460563154,0.04029876688356637,-0.5755912659212861,-0.028842614456863203,-0.06874253596604252,-0.417227426595133,-0.35802301548673654
2018-05-28,-0.7255289823765736,-0.011961117537367727,-0.24784407694142807,0.012217243567462788,-0.7195134942050885,-0.05615343217737134,-0.09721265332691154,-0.06025371529516832,0.17560843333946252
2018-05-29,0.3233262713648628,-0.23877997366811599,-0.0013098812586846975,0.10359067875710792,-1.0517572642005568,-0.012684549887602259,-0.15570521970738138,0.09372046979288129,-0.31484844468646145
2018-05-30,-0.12285122565217677,-0.09626723530324455,-0.30692589632226763,0.07211028471074599,-0.22431425985752895,-0.1573363337893241,0.07712796621091389,-0.05240940664278071,-0.5565538456447428
2018-05-31,-0.1080170361454762,-0.23549928199700787,0.5954737067796652,0.07018627441196656,-1.0964650787285777,-0.3016982830931667,0.2294044877763728,-0.3266536166025915,-1.1081161076379686
2018-06-01,-0.35110509285588876,-0.09337139821519713,-0.283813557435848,0.18630571756314396,-0.28644049902446866,-0.46726520574909003,0.1629507740545897,0.15290008876363004,-0.2626537871735479
2018-06-02,-0.3087193865236486,0.008393901023254102,-0.061968477104225705,0.3620575105362178,-0.1942537593438196,-0.016084564008156832,0.11318224390102749,0.07064101071372875,-0.5504279821239635
2018-06-03,-0.8248921344523197,-0.3095248241863757,-0.4379933527154538,-0.1338541562968203,-0.9119437776762034,-0.2717531028620286,0.13484517848664446,-0.10021528392831414,-0.4914458725650235
2018-06-04,-0.7535314698914775,-0.34444635032011206,-0.1824310347691318,0.07899309746902361,-0.707440279772328,-0.07466798926226659,0.40582207345719556,-0.013183845780439185,-0.38366050245878114
2018-06-05,-1.0141895156643699,-0.14311547463982066,-0.1365650564909231,-0.4120323855949479,-0.4136965262530481,0.08801887152200649,-0.03512638629721554,-0.12934337700073328,-0.09787155853095442
2018-06-06,-1.3017846501582184,0.2414005541214408,-0.27543516955520353,0.09756241804056742,-0.8831477633809257,0.05265640636485358,0.13425941973065836,-0.13797101254372635,-0.035693794535205825
2018-06-07,-0.8458981732155664,-0.26941798994915445,0.0037634272842579364,-0.009178050440013408,-0.14289032514126276,0.004225748202404844,0.0046670247850171265,-0.4020435998424077,-0.6239365888743151
2018-06-08,-0.41813762020641576,-0.14226248477541503,-0.2472759724695397,0.005446821378008337,-0.6230071106567046,-0.131121488745503,0.07681714680887541,0.5410095495301164,-0.5732884321693916
2018-06-09,-0.1642539079245111,-0.00033058417509579385,-0.30260450777986847,0.16102618523526502,-0.19120629659094845,-0.6725166043524915,0.06876262462550642,-0.04572422735373749,-0.4483135522778383
2018-06-10,-2.1319884366214055,-0.16690146932166527,-0.19628709250551246,-0.06259190506578705,-0.17489960170476593,-0.1409895016502105,-0.2082418017229255,0.48610960305007467,-0.43160515101560293
2018-06-11,-1.5200558682049703,-0.21636657561940353,-0.08044933841683743,0.06301139556993007,-0.31788465833703583,0.42766431727105925,0.1630531768413057,-0.18159129612510583,-0.8720464917629585
2018-06-12,-0.21719991424111385,-0.12945203233130798,-0.3640243996801864,0.25327577100068766,-1.206234839655238,0.29476490139330025,0.05900499391746905,0.26605410698485343,-0.4950053474655931
2018-06-13,-2.056399631336717,-0.049624715104954475,-0.15401374134528556,0.3987896106667037,-1.04555735777328,-0.24627629862389355,0.19308841755789263,-0.11053870796807175,-0.422346930741071
2018-06-14,-0.9428026444178812,-0.7955688301982562,-0.4756493772959134,-0.14202662579899794,-0.2519273334319685,-0.09957431157155128,-0.5116769511368897,-0.3723761066418909,-0.15499576847014396
2018-06-15,-1.2655981517269836,-0.10823432833765168,-0.4941452853515118,0.21791435542386495,-0.757870312550704,-0.42386692133826287,0.17789768810045636,-0.026934770476092496,-1.1717184832973118
2018-06-16,0.4205707941735852,0.09964773454321119,-0.07056414971315217,0.051685798741502254,-0.014340708267130964,-0.2571752976845332,-0.09273039973454456,0.15256243709373152,-0.7038044055602342
2018-06-17,-0.7936419665445342,0.07997698792968322,0.10815453157502919,0.02782477581345688,-0.49385258615290084,-0.15072366425881256,-0.05839609847747251,0.015473846878780506,-0.04086530946261746
2018-06-18,-1.0200162319574062,-0.04897587883026233,0.009896063358896257,-0.16860718774576355,-0.7988545991291929,-0.4087991186840796,-0.17891459853910696,-0.01218803180287864,-0.3716855042859777
2018-06-19,-0.47576952801404815,-0.2416994266078234,-0.35711294182855013,-0.11431257315739174,-0.7682696889905678,-0.230041980868112,-0.12394346995407002,0.04563131801283404,-0.8419215887320632
2018-07-05,1.8345228720151354,-0.24619460037205698,-0.3248919142341071,0.19138626432972217,-0.8067800149698172,-0.5383698149601344,0.15059824174455017,0.33241280883041924,-0.5453438598166542
2018-07-06,-0.37402389337854913,0.1023616052520282,-0.19606399620069492,-0.01132199105902032,-0.5707983374127252,0.007300624973016312,-0.11609504536185522,0.1332503346277356,-0.33702628765233555
2018-07-07,-1.116314928152562,-0.20026049077689123,-0.1242987088820513,0.00357343412233746,-0.6207520486995008,-0.0722079052645519,-0.09592720445893388,-0.115749189919093,-0.4765826264788018
2018-07-08,-1.1819996307502478,-0.34236551805444293,-0.4044153078571062,-0.015671584194301147,-0.5031371692707225,-0.020799474955797592,0.09453402824438939,-0.0005245712997776764,-0.20164174907959875
2018-07-09,-0.8383549052932722,-0.013682999452399258,-0.008929227926322447,0.05212345155926812,-0.09656857042444145,0.18272394593710928,0.09220443642029874,0.46259994542286975,-0.02602358545927075
2018-07-10,-0.6667314949770073,0.1364183641738066,-0.21535010761683537,0.16209601780400362,-0.6446858930433628,-0.2513331635454712,-0.09194176045344893,-0.008119653606797783,-0.45514751733884395
2018-07-11,-0.024785701474279165,-0.18080061976267103,-0.1478339911859594,-0.043674798401269754,-0.013852081087478041,-0.2294282266277321,-0.08838916854793943,0.02180846203798481,-0.01892909910903029
2018-07-12,-0.7715333429037372,-0.07418726256675967,-0.22852136438267223,0.08272516022888965,-0.2582344362205973,-0.02141972410062465,0.09011619355159795,0.07624278127739714,-0.4637321561925489
2018-07-13,-0.2193487694224885,-0.1831136544358145,-0.08696983682747383,0.13399822212804224,-0.7868974075207511,-0.22066578793383584,-0.07671605344262389,0.011770398098263968,-0.39755176966380645
