,BTCUSDT_BTCUSDT,BTCUSDT_ETHUSDT,BTCUSDT_ADAUSDT,ETHUSDT_BTCUSDT,ETHUSDT_ETHUSDT,ETHUSDT_ADAUSDT,ADAUSDT_BTCUSDT,ADAUSDT_ETHUSDT,ADAUSDT_ADAUSDT
2018-04-18,-0.07398021281415623,-0.19933049579488937,-0.028510721292015262,0.028634691142698898,-0.48892304717776724,-0.3115712365756593,0.2599825006892704,0.11353656115931088,-0.23450116566354495
2018-04-19,-0.14386800330367322,0.20850999303943496,0.45548273797209227,0.08980633776605629,-0.5258662338670632,-0.12712060351973342,0.04584564522286172,-0.040789535608507066,0.37810159756637063
2018-04-20,-0.015055378432940358,-0.1154682078591307,-0.07492566986452687,0.11346525443261157,-0.45515986658264396,-0.25989453138224583,-0.07080399723366249,-0.3155116601612864,-0.25369010945102843
2018-04-21,-1.6240566057825703,-0.33707543326215017,-0.13136734064959033,-0.06447695170339074,-0.6838073968712486,0.703967374909654,0.10194160296248,0.6097995253630959,-0.2916839964963671
2018-04-22,-0.6412709456801622,-0.4778230512462329,-0.4831166740191808,0.024539807872145047,-1.4667526546212173,0.17811311391646,0.047592100632801504,-0.10467570707290541,-0.5929314461178734
2018-04-23,0.09495024535984697,0.09749766256467751,0.014756099515816246,0.1427575408179962,-0.4668647789033109,-0.3351191322037863,0.16994241636461282,0.3604055109572162,-0.34127216486896117
2018-04-24,-0.9916203023154324,0.3010288100484644,-0.40803415432983847,0.057408015633804155,-0.4122311077540246,-0.25069579239523776,0.23209468439411474,-0.36026512920792797,-0.4334747272569217
2018-04-25,-2.647194002135251,0.13547168202031656,-0.27021747893981285,-0.088570839586815,-0.3827689266854222,-0.6917954293433723,0.2669877649976211,0.16969507741161216,-0.434947272838734
2018-04-26,-0.9249878180670379,0.1346202169775239,-0.3253122373698112,0.017728762643315576,-0.6052282565626115,-0.10945090947630831,-0.34199802888127095,-0.14407208529446258,-0.07749881391143987
2018-04-27,-1.2320026887883415,0.03966145939407539,-0.8579623910463727,0.15092080032777488,-0.2964397199182649,-0.8162844699794753,0.15486631450185406,-0.3792718091797642,-0.7775738947417565
2018-04-28,-0.24686883986899488,-0.18886270887367118,-0.33887904149518633,-0.9907825329828199,-0.48572945084223207,-0.45543967370296734,-0.09067006740382766,-0.10271995527977751,-0.014961357299142719
2018-04-29,-1.673448972743472,-0.7983853897100843,-0.2627946986018923,-0.536492886565199,0.48218930268361504,-0.52797381709623,0.26969253063931475,-0.6412476283005528,-0.05686559243539335
