,BTCUSDT_BTCUSDT,BTCUSDT_ETHUSDT,BTCUSDT_ADAUSDT,ETHUSDT_BTCUSDT,ETHUSDT_ETHUSDT,ETHUSDT_ADAUSDT,ADAUSDT_BTCUSDT,ADAUSDT_ETHUSDT,ADAUSDT_ADAUSDT
2018-04-18,64.29846178186753,51.33614341469817,-1.1944460835075716,51.33614341469817,29.85406798201769,-21.295632979702916,-1.1944460835075663,-21.424348704873854,-74.78185289403294
2018-04-19,67.73803739591281,52.95258779932719,0.5334831640265598,52.96086925934567,33.60081828905213,-18.637896614394794,0.4962477888073895,-18.77006065162951,-72.13495193227352
2018-04-20,70.33400112819137,53.630360384820946,1.3787058704123645,53.63335948644134,33.53625514385804,-18.541905324384746,0.7956603550830899,-18.667433215233068,-72.14355616976209
2018-04-21,69.43575567102347,53.950029613453275,0.941284747561042,54.01623480872224,34.0768000374273,-18.27299532002843,0.8214594534225199,-18.346724221116972,-71.86535582739499
2018-04-22,70.53267870850941,53.639824924205385,0.6419939026152903,53.665766354801534,33.940189707178355,-18.910349646190067,0.8697085617043783,-18.63668173571734,-71.91983491906139
2018-04-23,69.90626806519832,53.65935677238641,1.5591643861551798,53.66498669312759,33.915611580708216,-18.193928061103954,1.5647190705311402,-18.187829789093538,-70.8610117834359
2018-04-24,71.11295336965394,54.08989895580249,2.675463945181562,53.96723442538588,33.664674759840985,-16.675029412511932,2.8218535484664677,-16.499859462904546,-68.55355247922864
2018-04-25,70.68726466081817,54.69007718599949,3.095728724165591,54.80185257533702,34.893621685275875,-16.43913248854615,3.147074983978964,-16.442383463628975,-67.71692155662058
2018-04-26,69.37477050418642,52.919919930383905,2.1458795617514053,53.01027059700199,32.0119137631643,-18.001325577622268,2.132704683201176,-17.892398504863205,-68.66639654039179
2018-04-27,69.98789701508373,52.71058759065127,2.1458867537374786,52.688598993887695,32.385211291858624,-18.000486731980175,2.2056643357715764,-17.704817154002022,-68.58636131244626
2018-04-28,68.42229706441469,52.68789888350329,1.532848013995082,52.55932990040829,33.11378985656418,-18.25334303518926,1.532848013995089,-17.90923448116065,-69.19209652660618
2018-04-29,69.05850324138741,54.25815048066753,1.5765331021869784,53.09987641005226,32.26076947148016,-17.46210210685627,1.666244737913047,-17.45339993991509,-69.81594155800677
2018-04-30,67.70866050035164,54.23762492096151,0.9032098089443821,53.70278255531554,33.288148623028356,-17.985686642062923,0.9316945048599106,-18.01030014819539,-70.81075700657539
2018-05-01,67.29179177753667,54.90951617879535,0.796376731810037,54.94151783928833,36.165423368259255,-18.016520834301968,0.7998827131723907,-18.055006212099162,-71.31245713953177
2018-05-02,69.0607385545574,54.43826607208584,0.9186541338805583,54.22947461671237,36.74697777210234,-17.651519916439415,0.235684696086345,-17.616999772741924,-72.58244103310884
